//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
715		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		36
716		1		9		1		20		33		56		77		97		115		132		148		162		175		186		197		207		215		223		230		236		241		245		249		252		713		0		0		0				0		0		0		0		0		0		0		35
717		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0				0		0		0		0		0		0		0		33
718		3		7		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				0		0		0		0		0		0		0		99
719		3		9		1		20		6		11		15		19		23		27		30		33		36		39		41		43		45		46		48		49		50		51		52		53		718		0		0		0				0		0		0		0		0		0		0		107

//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
743		2		7		1		20		102			171			235			295			351			402			449			492			531			567			600			629			655			678			698			716			732			745			756			766			0				0				0				0				63	63	63	64	64	64	0	64
744		2		2		1		20		1.81		3.03		4.16		5.22		6.20		7.10		7.93		8.69		9.39		10.02		10.59		11.10		11.56		11.97		12.33		12.65		12.92		13.16		13.36		13.52		270				270				0				0				0	0	0	0	0	0	43	0
745		2		3		1		20		1.81		3.03		4.16		5.22		6.20		7.10		7.93		8.69		9.39		10.02		10.59		11.10		11.56		11.97		12.33		12.65		12.92		13.16		13.36		13.52		270				744				744				0				0	0	0	0	0	0	47	0
end
